text_id,turn_id,speaker,dialogue_text,context_before,matched_dialogue,context_after
VOF,VOF_T00898,the volunteer,"I’ve no pistol, It’s your first, is it not? Well, you have to be blooded some time. It will be a great start for you. As to the pistol, you’ll find it waiting for you, or I’m mistaken. If you report yourselves on Monday, it will be time enough. You’ll get a great welcome when you return.",,,
VOF,VOF_T00899,Cormac,Any reward this time? Tiger.,,,
VOF,VOF_T00901,you,"What has the man done? Sure, it’s not for the likes of you to ask what the man has done. He has been judged over there. That’s no business of ours. All we have to do is to carry it out for them, same as they would for us. Speaking of that, two brothers from the Merton lodge are coming over to us next week to do some business in this quarter.",,,
VOF,VOF_T00902,someone,"Who are they? Faith, it is wiser not to ask. If you know nothing, you can testify nothing, and no trouble can come of it. But they are men who will make a clean job when they are about it.",,,
VOF,VOF_T00903,Ted Baldwin,"And time, too! Folk are gettin’ out of hand in these parts. It was only last week that three of our men were turned off by Foreman Blaker. It’s been owing him a long time, and he’ll get it full and proper.",,,
VOF,VOF_T00906,he,"I like it well, ’Tis a proper place for a lad of mettle.",,,
VOF,VOF_T00909,the secretary,"I would move, that Brother McMurdo should wait until it is the good pleasure of the lodge to employ him.",,,
VOF,VOF_T00910,McMurdo,"Sure, that was what I meant; I’m in your hands, Your time will come, Brother,"," “I would say, Eminent Bodymaster, that if a man should be wanted I should take it as an honour to be chosen to help the lodge.” There was great applause at this. It was felt that a new sun was pushing its rim above the horizon. To some of the elders it seemed that the progress was a little too rapid. “I would move,” said the secretary, Harraway, a vulture-faced old graybeard who sat near the chairman, “that Brother McMurdo should wait until it is the good pleasure of the lodge to employ him.” “","Sure, that was what I meant; I’m in your hands,","” said McMurdo. “Your time will come, Brother,” said the chairman. “We have marked you down as a willing man, and we believe that you will do good work in these parts. There is a small matter to-night in which you may take a hand if it so please you.” “I will wait for something that is worth while.” “You can come to-night, anyhow, and it will help you to know what we stand for in this community. I will make the announcement later. Meanwhile,” he glanced at his agenda paper, “I have one or two mo"
VOF,VOF_T00916,the treasurer,"The funds are good at the moment, The firms have been generous of late. Max Linder & Co. paid five hundred to be left alone. Walker Brothers sent in a hundred; but I took it on myself to return it and ask for five. If I do not hear by Wednesday, their winding gear may get out of order. We had to burn their breaker last year before they became reasonable. Then the West Section Coaling Company has paid its annual contribution. We have enough on hand to meet any obligations.",,,
VOF,VOF_T00917,a brother,What about Archie Swindon? He has sold out and left the district. The old devil left a note for us to say that he had rather be a free crossing sweeper in New York than a large mine owner under the power of a ring of blackmailers. By Gar! it was as well that he made a break for it before the note reached us! I guess he won’t show his face in this valley again.,,,
VOF,VOF_T00919,he,may I ask who has bought the property of this man that we have driven out of the district?,"d a brother. “He has sold out and left the district. The old devil left a note for us to say that he had rather be a free crossing sweeper in New York than a large mine owner under the power of a ring of blackmailers. By Gar! it was as well that he made a break for it before the note reached us! I guess he won’t show his face in this valley again.” An elderly, clean-shaved man with a kindly face and a good brow rose from the end of the table which faced the chairman. “Mr. Treasurer,” he asked, “",may I ask who has bought the property of this man that we have driven out of the district?,"” “Yes, Brother Morris. It has been bought by the State & Merton County Railroad Company.” “And who bought the mines of Todman and of Lee that came into the market in the same way last year?” “The same company, Brother Morris.” “And who bought the ironworks of Manson and of Shuman and of Van Deher and of Atwood, which have all been given up of late?” “They were all bought by the West Gilmerton General Mining Company.” “I don’t see, Brother Morris,” said the chairman, “that it matters to us who b"
VOF,VOF_T00925,the chairman,"I don’t see, Brother Morris, that it matters to us who buys them, since they can’t carry them out of the district.",,,
VOF,VOF_T00928,the speaker,that we go easier upon the small men. On the day that they have all been driven out the power of this society will have been broken.,"companies find that we stand between them and their profits, they will spare no pains and no expense to hunt us down and bring us to court.” There was a hush at these ominous words, and every face darkened as gloomy looks were exchanged. So omnipotent and unchallenged had they been that the very thought that there was possible retribution in the background had been banished from their minds. And yet the idea struck a chill to the most reckless of them. “It is my advice,” the speaker continued, “",that we go easier upon the small men. On the day that they have all been driven out the power of this society will have been broken.,"” Unwelcome truths are not popular. There were angry cries as the speaker resumed his seat. McGinty rose with gloom upon his brow. “Brother Morris,” said he, “you were always a croaker. So long as the members of this lodge stand together there is no power in the United States that can touch them. Sure, have we not tried it often enough in the lawcourts? I expect the big companies will find it easier to pay than to fight, same as the little companies do. And now, Brethren,” McGinty took off his b"
VOF,VOF_T00929,he,"Brother Morris, you were always a croaker. So long as the members of this lodge stand together there is no power in the United States that can touch them. Sure, have we not tried it often enough in the lawcourts? I expect the big companies will find it easier to pay than to fight, same as the little companies do. And now, Brethren,",,,
VOF,VOF_T00933,he,"Boys, there’s one man in this town that wants trimming up, and it’s for you to see that he gets it. I’m speaking of James Stanger of the Herald. You’ve seen how he’s been opening his mouth against us again?",,,
VOF,VOF_T00934,the chairman,"‘Law and Order!’ That’s how he heads it. ‘Reign of Terror in the Coal and Iron District. Twelve years have now elapsed since the first assassinations which proved the existence of a criminal organization in our midst. From that day these outrages have never ceased, until now they have reached a pitch which makes us the opprobrium of the civilized world. Is it for such results as this that our great country welcomes to its bosom the alien who flies from the despotisms of Europe? Is it that they shall themselves become tyrants over the very men who have given them shelter, and that a state of terrorism and lawlessness should be established under the very shadow of the sacred folds of the starry Flag of Freedom which would raise horror in our minds if we read of it as existing under the most effete monarchy of the East? The men are known. The organization is patent and public. How long are we to endure it? Can we forever live—’ Sure, I’ve read enough of the slush! That’s what he says of us. The question I’m asking you is what shall we say to him?","evening was over. The whisky bottle had passed round many times, and the men were flushed and ripe for mischief when their Bodymaster rose once more to address them. “Boys,” said he, “there’s one man in this town that wants trimming up, and it’s for you to see that he gets it. I’m speaking of James Stanger of the Herald. You’ve seen how he’s been opening his mouth against us again?” There was a murmur of assent, with many a muttered oath. McGinty took a slip of paper from his waistcoat pocket. “","‘Law and Order!’ That’s how he heads it. ‘Reign of Terror in the Coal and Iron District. Twelve years have now elapsed since the first assassinations which proved the existence of a criminal organization in our midst. From that day these outrages have never ceased, until now they have reached"," a pitch which makes us the opprobrium of the civilized world. Is it for such results as this that our great country welcomes to its bosom the alien who flies from the despotisms of Europe? Is it that they shall themselves become tyrants over the very men who have given them shelter, and that a state of terrorism and lawlessness should be established under the very shadow of the sacred folds of the starry Flag of Freedom which would raise horror in our minds if we read of it as existing under th"
VOF,VOF_T00935,a dozen fierce voices,"Kill him! I protest against that,",,,
VOF,VOF_T00937,McGinty,"And how would they bring about our destruction, Mr. Standback? Is it by the police? Sure, half of them are in our pay and half of them afraid of us. Or is it by the law courts and the judge? Haven’t we tried that before now, and what ever came of it?","voices. “I protest against that,” said Brother Morris, the man of the good brow and shaved face. “I tell you, Brethren, that our hand is too heavy in this valley, and that there will come a point where in self-defense every man will unite to crush us out. James Stanger is an old man. He is respected in the township and the district. His paper stands for all that is solid in the valley. If that man is struck down, there will be a stir through this state that will only end with our destruction.” “","And how would they bring about our destruction, Mr. Standback?","” cried McGinty. “Is it by the police? Sure, half of them are in our pay and half of them afraid of us. Or is it by the law courts and the judge? Haven’t we tried that before now, and what ever came of it?” “There is a Judge Lynch that might try the case,” said Brother Morris. A general shout of anger greeted the suggestion. “I have but to raise my finger,” cried McGinty, “and I could put two hundred men into this town that would clear it out from end to end.” Then suddenly raising his voice and"
VOF,VOF_T00944,the young man,Sure! How many will you take?,,,
VOF,VOF_T00949,Baldwin to McMurdo,"Here, you, you can stand below at the door and see that the road is kept open for us. Arthur Willaby can stay with you. You others come with me. Have no fears, boys; for we have a dozen witnesses that we are in the Union Bar at this very moment.",,,
VOF,VOF_T00950,he,"You’ll kill the man, Drop it!",,,
VOF,VOF_T00955,one of the men,"It’s truth he says, By Gar! you’d best hurry yourselves!",,,
VOF,VOF_T00958,the older man,"I wanted to have a word with you, Mr. McMurdo, It was kind of you to come.","nd of the wooded and white-capped ranges flanking it. McMurdo strolled up the winding path hedged in with evergreens until he reached the deserted restaurant which forms the centre of summer gaiety. Beside it was a bare flagstaff, and underneath it a man, his hat drawn down and the collar of his overcoat turned up. When he turned his face McMurdo saw that it was Brother Morris, he who had incurred the anger of the Bodymaster the night before. The lodge sign was given and exchanged as they met. “","I wanted to have a word with you, Mr. McMurdo,","” said the older man, speaking with a hesitation which showed that he was on delicate ground. “It was kind of you to come.” “Why did you not put your name to the note?” “One has to be cautious, mister. One never knows in times like these how a thing may come back to one. One never knows either who to trust or who not to trust.” “Surely one may trust brothers of the lodge.” “No, no, not always,” cried Morris with vehemence. “Whatever we say, even what we think, seems to go back to that man McGint"
VOF,VOF_T00962,Morris,"No, no, not always, Whatever we say, even what we think, seems to go back to that man McGinty.",,,
VOF,VOF_T00963,McMurdo,"Look here! It was only last night, as you know well, that I swore good faith to our Bodymaster. Would you be asking me to break my oath?",,,
VOF,VOF_T00964,Morris,"If that is the view you take, I can only say that I am sorry I gave you the trouble to come and meet me. Things have come to a bad pass when two free citizens cannot speak their thoughts to each other.",,,
VOF,VOF_T00965,he,"Sure I spoke for myself only, I am a newcomer, as you know, and I am strange to it all. It is not for me to open my mouth, Mr. Morris, and if you think well to say anything to me I am here to hear it.",,,
VOF,VOF_T00966,Morris,"And to take it back to Boss McGinty! Indeed, then, you do me injustice there,",,,
VOF,VOF_T00968,Morris,"I have given up looking for either the one or the other, I may be putting my very life in your hands by what I say; but, bad as you are—and it seemed to me last night that you were shaping to be as bad as the worst—still you are new to it, and your conscience cannot yet be as hardened as theirs. That was why I thought to speak with you.","l. It is not for me to open my mouth, Mr. Morris, and if you think well to say anything to me I am here to hear it.” “And to take it back to Boss McGinty!” said Morris bitterly. “Indeed, then, you do me injustice there,” cried McMurdo. “For myself I am loyal to the lodge, and so I tell you straight; but I would be a poor creature if I were to repeat to any other what you might say to me in confidence. It will go no further than me; though I warn you that you may get neither help nor sympathy.” “",I have given up looking for either the one or," the other,” said Morris. “I may be putting my very life in your hands by what I say; but, bad as you are—and it seemed to me last night that you were shaping to be as bad as the worst—still you are new to it, and your conscience cannot yet be as hardened as theirs. That was why I thought to speak with you.” “Well, what have you to say?” “If you give me away, may a curse be on you!” “Sure, I said I would not.” “I would ask you, then, when you joined the Freeman’s society in Chicago and swore vow"
VOF,VOF_T00974,Morris,Call it crime! You have seen little of it if you can call it anything else. Was it crime last night when a man old enough to be your father was beaten till the blood dripped from his white hairs? Was that crime—or what else would you call it?,,,
VOF,VOF_T00975,McMurdo,"There are some would say it was war, a war of two classes with all in, so that each struck as best it could.",,,
VOF,VOF_T00979,he,"You were too soft for the job, You are the wrong sort for such work.",,,
VOF,VOF_T00981,McMurdo,What would you do? You would not inform?,,,
VOF,VOF_T00982,Morris,"God forbid! Sure, the very thought would cost me my life.",,,
VOF,VOF_T00983,McMurdo,"That’s well, I’m thinking that you are a weak man and that you make too much of the matter.",,,
VOF,VOF_T00985,McMurdo,"Well, I’ll let you know what I think when I have seen more, What is very clear is that you are not the man for the place, and that the sooner you sell out—if you only get a dime a dollar for what the business is worth—the better it will be for you. What you have said is safe with me; but, by Gar! if I thought you were an informer—","s well,” said McMurdo. “I’m thinking that you are a weak man and that you make too much of the matter.” “Too much! Wait till you have lived here longer. Look down the valley! See the cloud of a hundred chimneys that overshadows it! I tell you that the cloud of murder hangs thicker and lower than that over the heads of the people. It is the Valley of Fear, the Valley of Death. The terror is in the hearts of the people from the dusk to the dawn. Wait, young man, and you will learn for yourself.” “","Well, I’ll let you know what I think when I"," have seen more,” said McMurdo carelessly. “What is very clear is that you are not the man for the place, and that the sooner you sell out—if you only get a dime a dollar for what the business is worth—the better it will be for you. What you have said is safe with me; but, by Gar! if I thought you were an informer—” “No, no!” cried Morris piteously. “Well, let it rest at that. I’ll bear what you have said in mind, and maybe some day I’ll come back to it. I expect you meant kindly by speaking to "
VOF,VOF_T00986,Morris,"No, no! Well, let it rest at that. I’ll bear what you have said in mind, and maybe some day I’ll come back to it. I expect you meant kindly by speaking to me like this. Now I’ll be getting home.",,,
VOF,VOF_T00987,Morris,"One word before you go, We may have been seen together. They may want to know what we have spoken about.",,,
VOF,VOF_T00998,the other,to those that are loyal and go through with it and are a help to the lodge. What were you speaking to Brother Morris about on Miller Hill this morning?,"of a visitor, Brother McMurdo,” he said at last. “I guess I am too busy over the folk that visit me. But I thought I’d stretch a point and drop down to see you in your own house.” “I’m proud to see you here, Councillor,” McMurdo answered heartily, bringing his whisky bottle out of the cupboard. “It’s an honour that I had not expected.” “How’s the arm?” asked the Boss. McMurdo made a wry face. “Well, I’m not forgetting it,” he said; “but it’s worth it.” “Yes, it’s worth it,” the other answered, “",to those that are loyal and go through with it and are a help to the lodge. What were you speaking to Brother Morris about on Miller Hill this morning?,"” The question came so suddenly that it was well that he had his answer prepared. He burst into a hearty laugh. “Morris didn’t know I could earn a living here at home. He shan’t know either; for he has got too much conscience for the likes of me. But he’s a good-hearted old chap. It was his idea that I was at a loose end, and that he would do me a good turn by offering me a clerkship in a drygoods store.” “Oh, that was it?” “Yes, that was it.” “And you refused it?” “Sure. Couldn’t I earn ten tim"
VOF,VOF_T01007,McMurdo,"It may be enough for most folk; but it ain’t enough for me, Councillor, If you are a judge of men, you’ll know that."," much conscience for the likes of me. But he’s a good-hearted old chap. It was his idea that I was at a loose end, and that he would do me a good turn by offering me a clerkship in a drygoods store.” “Oh, that was it?” “Yes, that was it.” “And you refused it?” “Sure. Couldn’t I earn ten times as much in my own bedroom with four hours’ work?” “That’s so. But I wouldn’t get about too much with Morris.” “Why not?” “Well, I guess because I tell you not. That’s enough for most folk in these parts.” “",It may be enough for most folk; but it ain’t," enough for me, Councillor,” said McMurdo boldly. “If you are a judge of men, you’ll know that.” The swarthy giant glared at him, and his hairy paw closed for an instant round the glass as though he would hurl it at the head of his companion. Then he laughed in his loud, boisterous, insincere fashion. “You’re a queer card, for sure,” said he. “Well, if you want reasons, I’ll give them. Did Morris say nothing to you against the lodge?” “No.” “Nor against me?” “No.” “Well, that’s because he daren’"
VOF,VOF_T01008,he,"You’re a queer card, for sure, Well, if you want reasons, I’ll give them. Did Morris say nothing to you against the lodge?",,,
VOF,VOF_T01015,McGinty,"Well, that’s enough, I came down to give you a word in season, and you’ve had it.",,,
VOF,VOF_T01016,McMurdo,"I’d like to know, how you ever came to learn that I had spoken with Morris at all?",,,
VOF,VOF_T01017,he,"It’s my business to know what goes on in this township, I guess you’d best reckon on my hearing all that passes. Well, time’s up, and I’ll just say—","any with a disloyal man, we might think that you were disloyal, too. See?” “There’s no chance of my keeping company with him; for I dislike the man,” McMurdo answered. “As to being disloyal, if it was any man but you he would not use the word to me twice.” “Well, that’s enough,” said McGinty, draining off his glass. “I came down to give you a word in season, and you’ve had it.” “I’d like to know,” said McMurdo, “how you ever came to learn that I had spoken with Morris at all?” McGinty laughed. “",It’s my business to know what goes on in this," township,” said he. “I guess you’d best reckon on my hearing all that passes. Well, time’s up, and I’ll just say—” But his leavetaking was cut short in a very unexpected fashion. With a sudden crash the door flew open, and three frowning, intent faces glared in at them from under the peaks of police caps. McMurdo sprang to his feet and half drew his revolver; but his arm stopped midway as he became conscious that two Winchester rifles were levelled at his head. A man in uniform advanced into th"
VOF,VOF_T01018,he,"I thought you’d be getting into trouble, Mr. Crooked McMurdo of Chicago, Can’t keep out of it, can you? Take your hat and come along with us.","y unexpected fashion. With a sudden crash the door flew open, and three frowning, intent faces glared in at them from under the peaks of police caps. McMurdo sprang to his feet and half drew his revolver; but his arm stopped midway as he became conscious that two Winchester rifles were levelled at his head. A man in uniform advanced into the room, a six-shooter in his hand. It was Captain Marvin, once of Chicago, and now of the Mine Constabulary. He shook his head with a half-smile at McMurdo. “","I thought you’d be getting into trouble, Mr. Crooked McMurdo"," of Chicago,” said he. “Can’t keep out of it, can you? Take your hat and come along with us.” “I guess you’ll pay for this, Captain Marvin,” said McGinty. “Who are you, I’d like to know, to break into a house in this fashion and molest honest, law-abiding men?” “You’re standing out in this deal, Councillor McGinty,” said the police captain. “We are not out after you, but after this man McMurdo. It is for you to help, not to hinder us in our duty.” “He is a friend of mine, and I’ll answer for his"
VOF,VOF_T01019,McGinty,"I guess you’ll pay for this, Captain Marvin, Who are you, I’d like to know, to break into a house in this fashion and molest honest, law-abiding men?",,,
VOF,VOF_T01020,the police captain,"You’re standing out in this deal, Councillor McGinty, We are not out after you, but after this man McMurdo. It is for you to help, not to hinder us in our duty.",,,
VOF,VOF_T01021,the Boss,"He is a friend of mine, and I’ll answer for his conduct, By all accounts, Mr. McGinty, you may have to answer for your own conduct some of these days,","’d be getting into trouble, Mr. Crooked McMurdo of Chicago,” said he. “Can’t keep out of it, can you? Take your hat and come along with us.” “I guess you’ll pay for this, Captain Marvin,” said McGinty. “Who are you, I’d like to know, to break into a house in this fashion and molest honest, law-abiding men?” “You’re standing out in this deal, Councillor McGinty,” said the police captain. “We are not out after you, but after this man McMurdo. It is for you to help, not to hinder us in our duty.” “","He is a friend of mine, and I’ll answer for"," his conduct,” said the Boss. “By all accounts, Mr. McGinty, you may have to answer for your own conduct some of these days,” the captain answered. “This man McMurdo was a crook before ever he came here, and he’s a crook still. Cover him, Patrolman, while I disarm him.” “There’s my pistol,” said McMurdo coolly. “Maybe, Captain Marvin, if you and I were alone and face to face you would not take me so easily.” “Where’s your warrant?” asked McGinty. “By Gar! a man might as well live in Russia as in"
VOF,VOF_T01023,McMurdo,"There’s my pistol, Maybe, Captain Marvin, if you and I were alone and face to face you would not take me so easily.",,,
VOF,VOF_T01024,McGinty,"Where’s your warrant? By Gar! a man might as well live in Russia as in Vermissa while folk like you are running the police. It’s a capitalist outrage, and you’ll hear more of it, I reckon.",,,
VOF,VOF_T01026,McMurdo,What am I accused of? Of being concerned in the beating of old Editor Stanger at the Herald office. It wasn’t your fault that it isn’t a murder charge.,,,
VOF,VOF_T01027,McGinty,"Well, if that’s all you have against him, you can save yourself a deal of trouble by dropping it right now. This man was with me in my saloon playing poker up to midnight, and I can bring a dozen to prove it.",,,
VOF,VOF_T01030,McMurdo,"All right, I’ll bid you good-bye,",,,
VOF,VOF_T01050,she,why will you not show me the letter?,"I couldn’t do that.” Her suspicions became certainties. “It’s to another woman,” she cried. “I know it! Why else should you hold it from me? Was it to your wife that you were writing? How am I to know that you are not a married man—you, a stranger, that nobody knows?” “I am not married, Ettie. See now, I swear it! You’re the only one woman on earth to me. By the cross of Christ I swear it!” He was so white with passionate earnestness that she could not but believe him. “Well, then,” she cried, “",why will you not show me the letter?,"” “I’ll tell you, acushla,” said he. “I’m under oath not to show it, and just as I wouldn’t break my word to you so I would keep it to those who hold my promise. It’s the business of the lodge, and even to you it’s secret. And if I was scared when a hand fell on me, can’t you understand it when it might have been the hand of a detective?” She felt that he was telling the truth. He gathered her into his arms and kissed away her fears and doubts. “Sit here by me, then. It’s a queer throne for such"
VOF,VOF_T01051,he,"I’ll tell you, acushla, I’m under oath not to show it, and just as I wouldn’t break my word to you so I would keep it to those who hold my promise. It’s the business of the lodge, and even to you it’s secret. And if I was scared when a hand fell on me, can’t you understand it when it might have been the hand of a detective?",,,
VOF,VOF_T01063,he,"Sure, it is the second time I have heard the valley so named, The shadow does indeed seem to lie heavy on some of you.","all. Father has saved some money. He is weary of this place where the fear of these people darkens our lives. He is ready to go. We would fly together to Philadelphia or New York, where we would be safe from them.” McMurdo laughed. “The lodge has a long arm. Do you think it could not stretch from here to Philadelphia or New York?” “Well, then, to the West, or to England, or to Germany, where father came from—anywhere to get away from this Valley of Fear!” McMurdo thought of old Brother Morris. “","Sure, it is the second time I have heard the"," valley so named,” said he. “The shadow does indeed seem to lie heavy on some of you.” “It darkens every moment of our lives. Do you suppose that Ted Baldwin has ever forgiven us? If it were not that he fears you, what do you suppose our chances would be? If you saw the look in those dark, hungry eyes of his when they fall on me!” “By Gar! I’d teach him better manners if I caught him at it! But see here, little girl. I can’t leave here. I can’t—take that from me once and for all. But if you will"
VOF,VOF_T01073,Scanlan,"Sure, we are all in it together, That’s true enough, and we’ll talk till the cows come home of the killing of Charlie Williams or of Simon Bird, or any other job in the past. But till the work is done we say nothing.",,,
VOF,VOF_T01074,McMurdo,"There are half a dozen about here that I have a word to say to, I suppose it isn’t Jack Knox of Ironhill that you are after. I’d go some way to see him get his deserts.","y chose us because neither I nor the boy here drink,” Lawler explained. “They can count on us saying no more than we should. You must not take it amiss, but it is the orders of the County Delegate that we obey.” “Sure, we are all in it together,” said Scanlan, McMurdo’s mate, as the four sat together at supper. “That’s true enough, and we’ll talk till the cows come home of the killing of Charlie Williams or of Simon Bird, or any other job in the past. But till the work is done we say nothing.” “","There are half a dozen about here that I have a word to say to,","” said McMurdo, with an oath. “I suppose it isn’t Jack Knox of Ironhill that you are after. I’d go some way to see him get his deserts.” “No, it’s not him yet.” “Or Herman Strauss?” “No, nor him either.” “Well, if you won’t tell us we can’t make you; but I’d be glad to know.” Lawler smiled and shook his head. He was not to be drawn. In spite of the reticence of their guests, Scanlan and McMurdo were quite determined to be present at what they called “the fun.” When, therefore, at an early hour o"
VOF,VOF_T01085,he,"See here, my lad, I’ve got a job that’s worthy of you at last. You’ll have the doing of it in your own hands.",,,
VOF,VOF_T01103,McGinty,"Very good, I leave it with you. It will be a great day when you bring us the news. It’s just the last stroke that will bring them all to their knees.",,,
VOF,VOF_T01104,McMurdo,"Leave him to me, He’s my man, and I’ll get him sure if I have to wait a year for him.",,,
VOF,VOF_T01111,he,"That’s the physic for the likes of you, Now let me hear of it.",,,
VOF,VOF_T01112,he,"I can tell it to you all in one sentence, There’s a detective on our trail.","s breast, “and it is just burning the life out of me. I wish it had come to any one of you but me. If I tell it, it will mean murder, for sure. If I don’t, it may bring the end of us all. God help me, but I am near out of my wits over it!” McMurdo looked at the man earnestly. He was trembling in every limb. He poured some whisky into a glass and handed it to him. “That’s the physic for the likes of you,” said he. “Now let me hear of it.” Morris drank, and his white face took a tinge of colour. “","I can tell it to you all in one sentence,","” said he. “There’s a detective on our trail.” McMurdo stared at him in astonishment. “Why, man, you’re crazy,” he said. “Isn’t the place full of police and detectives and what harm did they ever do us?” “No, no, it’s no man of the district. As you say, we know them, and it is little that they can do. But you’ve heard of Pinkerton’s?” “I’ve read of some folk of that name.” “Well, you can take it from me you’ve no show when they are on your trail. It’s not a take-it-or-miss-it government concern."
VOF,VOF_T01135,he,"I’ve got him. What a fool I was not to know it. Lord! but we’re in luck! We will fix him before he can do any harm. See here, Morris, will you leave this thing in my hands?","d—has he any other person that he would be likely to write to?” “Well, I dare say he knows one or two more.” “Of the lodge?” “It’s likely enough.” “I was asking because it is likely that he may have given some description of this fellow Birdy Edwards—then we could get on his trail.” “Well, it’s possible. But I should not think he knew him. He is just telling me the news that came to him by way of business. How would he know this Pinkerton man?” McMurdo gave a violent start. “By Gar!” he cried, “","I’ve got him. What a fool I was not to know it. Lord! but we’re in luck! We will fix him before he can do any harm. See here, Morris, will you leave this thing in my hands?","” “Sure, if you will only take it off mine.” “I’ll do that. You can stand right back and let me run it. Even your name need not be mentioned. I’ll take it all on myself, as if it were to me that this letter has come. Will that content you?” “It’s just what I would ask.” “Then leave it at that and keep your head shut. Now I’ll get down to the lodge, and we’ll soon make old man Pinkerton sorry for himself.” “You wouldn’t kill this man?” “The less you know, Friend Morris, the easier your conscience"
VOF,VOF_T01143,McMurdo,"Self-protection is no murder, anyhow, It’s him or us. I guess this man would destroy us all if we left him long in the valley. Why, Brother Morris, we’ll have to elect you Bodymaster yet; for you’ve surely saved the lodge.",,,
VOF,VOF_T01159,the chairman,"Indeed, it’s glad we are to see you, Brother! There’s business here that wants a Solomon in judgment to set it right.",,,
VOF,VOF_T01163,McGinty,"Brother McMurdo claims urgency, It’s a claim that by the rules of this lodge takes precedence. Now Brother, we attend you.",,,
VOF,VOF_T01165,he,"I am the bearer of ill news this day; but it is better that it should be known and discussed, than that a blow should fall upon us without warning which would destroy us all. I have information that the most powerful and richest organizations in this state have bound themselves together for our destruction, and that at this very moment there is a Pinkerton detective, one Birdy Edwards, at work in the valley collecting the evidence which may put a rope round the necks of many of us, and send every man in this room into a felon’s cell. That is the situation for the discussion of which I have made a claim of urgency."," Stylestown, and who’s to say which fired the bullet?” McMurdo rose in his place and raised his hand. The expression of his face froze the attention of the audience. There was a dead hush of expectation. “Eminent Bodymaster,” he said, in a solemn voice, “I claim urgency!” “Brother McMurdo claims urgency,” said McGinty. “It’s a claim that by the rules of this lodge takes precedence. Now Brother, we attend you.” McMurdo took the letter from his pocket. “Eminent Bodymaster and Brethren,” he said, “","I am the bearer of ill news this day; but it is better that it should be known and discussed, than that a blow should fall upon us without warning which would destroy us all. I have information that the most powerful and richest organizations in this state have bound themselves together for our destruction, and that at this very moment there is a Pinkerton detective, one Birdy Edwards, at work in the valley collecting the evidence which may put a rope round the necks of many of us, and send every man in this room into a felon’s cell. That is the situation for the discussion of which I have made a claim of urgency.","” There was a dead silence in the room. It was broken by the chairman. “What is your evidence for this, Brother McMurdo?” he asked. “It is in this letter which has come into my hands,” said McMurdo. He read the passage aloud. “It is a matter of honour with me that I can give no further particulars about the letter, nor put it into your hands; but I assure you that there is nothing else in it which can affect the interests of the lodge. I put the case before you as it has reached me.” “Let me say"
VOF,VOF_T01168,one of the older,"Let me say, Mr. Chairman, that I have heard of Birdy Edwards, and that he has the name of being the best man in the Pinkerton service.",,,
VOF,VOF_T01169,McGinty,"Does anyone know him by sight? Yes,",,,
VOF,VOF_T01178,McMurdo,"Eminent Bodymaster, I would put it to you that this is too vital a thing for us to discuss in open lodge. God forbid that I should throw a doubt on anyone here; but if so much as a word of gossip got to the ears of this man, there would be an end of any chance of our getting him. I would ask the lodge to choose a trusty committee, Mr. Chairman—yourself, if I might suggest it, and Brother Baldwin here, and five more. Then I can talk freely of what I know and of what I advise should be done.",,,
VOF,VOF_T01187,McGinty,"By Gar! I believe you are right, But what do you allow that we should do about it?",,,
VOF,VOF_T01190,McMurdo,"I’d start this next minute if I knew where we could find him, He’s in Hobson’s Patch; but I don’t know the house. I’ve got a plan, though, if you’ll only take my advice.","at might have been Chinese, for all we could make of it. ‘He fires a sheet of this off every day,’ said the clerk. ‘Yes,’ said I; ‘it’s special news for his paper, and he’s scared that the others should tap it.’ That was what the operator thought and what I thought at the time; but I think differently now.” “By Gar! I believe you are right,” said McGinty. “But what do you allow that we should do about it?” “Why not go right down now and fix him?” someone suggested. “Ay, the sooner the better.” “",I’d start this next minute if I knew where we," could find him,” said McMurdo. “He’s in Hobson’s Patch; but I don’t know the house. I’ve got a plan, though, if you’ll only take my advice.” “Well, what is it?” “I’ll go to the Patch to-morrow morning. I’ll find him through the operator. He can locate him, I guess. Well, then I’ll tell him that I’m a Freeman myself. I’ll offer him all the secrets of the lodge for a price. You bet he’ll tumble to it. I’ll tell him the papers are at my house, and that it’s as much as my life would be worth to let"
VOF,VOF_T01199,McGinty,"There’s not a weak man in the lodge, True as steel, every man of them. And yet, by the Lord! there is that skunk Morris. What about him? If any man gives us away, it would be he. I’ve a mind to send a couple of the boys round before evening to give him a beating up and see what they can get from him.",,,
VOF,VOF_T01202,McGinty,I’ll fix the old devil! I’ve had my eye on him this year past.,,,
VOF,VOF_T01205,McGinty,"True for you, And we’ll learn from Birdy Edwards himself where he got his news if we have to cut his heart out first. Did he seem to scent a trap?",,,
VOF,VOF_T01211,McGinty,"Faith, he’s right there, Didn’t he ask you why you didn’t bring him the papers?",,,
VOF,VOF_T01213,McGinty,"Ay, I heard of that, I guess the heavy end of this business is coming on to you. We could put him down an old shaft when we’ve done with him; but however we work it we can’t get past the man living at Hobson’s Patch and you being there to-day.",,,
