text_id,turn_id,sentence_id,speaker,current_text,normal_match,aggressive_match,diagnosis
VOF,VOF_T01103,VOF_T01103_S01,McGinty,"Very good, I leave it with you.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01104,VOF_T01104_S01,McMurdo,"Leave him to me, He’s my man, and I’ll get him sure if I have to wait a year for him.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01105,VOF_T01105_S01,Unknown,"Can I speak with you freely, mr. McMurdo?",False,True,found_after_aggressive_normalization
VOF,VOF_T01111,VOF_T01111_S01,he,"That’s the physic for the likes of you, Now let me hear of it.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01112,VOF_T01112_S01,he,"I can tell it to you all in one sentence, There’s a detective on our trail.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01143,VOF_T01143_S01,McMurdo,"Self-protection is no murder, anyhow, It’s him or us.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01160,VOF_T01160_S01,Unknown,"It’s Lander and Egan, They both claim the head money given by the lodge for the shooting of old man Crabbe over at Stylestown, and who’s to say which fired the bullet?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01163,VOF_T01163_S01,McGinty,"Brother McMurdo claims urgency, It’s a claim that by the rules of this lodge takes precedence.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01167,VOF_T01167_S01,Unknown,"It is in this letter which has come into my hands, It is a matter of honour with me that I can give no further particulars about the letter, nor put it into your hands; but I assure you that there is nothing else in it which can affect the interests of the lodge.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01168,VOF_T01168_S01,one of the older,"Let me say, mr. Chairman, that I have heard of Birdy Edwards, and that he has the name of being the best man in the Pinkerton service.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01175,VOF_T01175_S01,Unknown,"That he never leaves the valley, Good for you, Brother Baldwin,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01178,VOF_T01178_S01,McMurdo,"Eminent Bodymaster, I would put it to you that this is too vital a thing for us to discuss in open lodge.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01178,VOF_T01178_S03,McMurdo,"I would ask the lodge to choose a trusty committee, mr. Chairman—yourself, if I might suggest it, and Brother Baldwin here, and five more.",False,True,found_after_aggressive_normalization
VOF,VOF_T01187,VOF_T01187_S02,McGinty,"I believe you are right, But what do you allow that we should do about it?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01190,VOF_T01190_S01,McMurdo,"I’d start this next minute if I knew where we could find him, He’s in Hobson’s Patch; but I don’t know the house.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01199,VOF_T01199_S01,McGinty,"There’s not a weak man in the lodge, True as steel, every man of them.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01205,VOF_T01205_S01,McGinty,"True for you, And we’ll learn from Birdy Edwards himself where he got his news if we have to cut his heart out first. Did he seem to scent a trap?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01211,VOF_T01211_S01,McGinty,"Faith, he’s right there, Didn’t he ask you why you didn’t bring him the papers?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01213,VOF_T01213_S01,McGinty,"Ay, I heard of that, I guess the heavy end of this business is coming on to you.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01214,VOF_T01214_S01,he,"If we handle it right, they can never prove the killing, No one can see him come to the house after dark, and I’ll lay to it that no one will see him go.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01221,VOF_T01221_S01,McGinty,"It’s a good plan, The lodge will owe you a debt for this.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01222,VOF_T01222_S01,McMurdo,"Sure, Councillor, I am little more than a recruit, And if I were you, Mike Scanlan, I would take a night off and keep clear of it.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01225,VOF_T01225_S01,he,"That will do, Ay,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01227,VOF_T01227_S01,Unknown,"We’ll have the truth out of him, never fear, You are the one to handle him,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01230,VOF_T01230_S02,the secretary,"Maybe he’ll get a sniff of danger, He’ll come, never fear,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01240,VOF_T01240_S01,Unknown,"You’re safer there, Councillor, And you, Baldwin, if you don’t take your hand off your pistol, you’ll cheat the hangman yet.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01241,VOF_T01241_S01,Unknown,"I’d like to say a word to you before we separate, I guess we may not meet again until you see me on the stand in the courthouse.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01247,VOF_T01247_S01,Unknown,"Dear me, mr. Holmes.",False,True,found_after_aggressive_normalization
VOF,VOF_T01248,VOF_T01248_S01,he,"I’ve had bad news—terrible news, mr. Holmes, I feared as much,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01253,VOF_T01253_S02,Unknown,I received this cable from mrs. Douglas this morning: “Jack has been lost overboard in gale off st. Helena.,False,True,found_after_aggressive_normalization
VOF,VOF_T01260,VOF_T01260_S01,Holmes,"No, no, my good sir, There is a master hand here.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01266,VOF_T01266_S01,Holmes,"No, I don’t say that, I don’t say that he can’t be beat.",False,False,not_found_even_after_aggressive_normalization
